Read-only memory (ROM);Salt okunur bellek (ROM);Salt okunur bellek (ROM), bilgisayarın açılış sırasında gerekli olan verilerin saklandığı, değiştirilemeyen bellektir.;Read-only memory (ROM) is the non-changeable memory where data necessary for the computer's startup is stored.
Firmware;Donanım yazılımı;Donanım yazılımı, bir cihazın çalışması için gerekli olan yazılımı içeren, cihazın donanımında saklanan yazılımdır.;Firmware is the software stored on a device's hardware that contains the software necessary for the device to function.
Graphical user interface (GUI);Grafiksel kullanıcı arabirimi (GUI);Grafiksel kullanıcı arabirimi (GUI), bir bilgisayarın kullanıcılarına grafikler aracılığıyla veri girişi veya işlemleri yapmalarını sağlayan bir arabirimdir.;A graphical user interface (GUI) is an interface that allows users to input data or perform operations on a computer through graphics.
Command line interface (CLI);Komut satırı arabirimi (CLI);Komut satırı arabirimi (CLI), bir bilgisayarın kullanıcılarına komut satırı aracılığıyla veri girişi veya işlemleri yapmalarını sağlayan bir arabirimdir.;A command line interface (CLI) is an interface that allows users to input data or perform operations on a computer through a command line.
Integrated development environment (IDE);Entegre geliştirme ortamı (IDE);Entegre geliştirme ortamı (IDE), bir bilgisayar programının tasarımı, geliştirilmesi, test edilmesi ve dağıtılması için gerekli olan araçların bir arada bulunduğu bir yazılımdır.;An integrated development environment (IDE) is software that contains all the tools needed to design, develop, test, and deploy a computer program.
Compiler;Derleyici;Derleyici, bir bilgisayar programının kaynak kodunu makine diline çeviren yazılımdır.;A compiler is software that converts a computer program's source code into machine language.
Interpreter;Yorumlayıcı;Yorumlayıcı, bir bilgisayar programının kaynak kodunu anlık olarak makine diline çeviren yazılımdır.;An interpreter is software that immediately converts a computer program's source code into machine language.
Operating system (OS);İşletim sistemi (OS);İşletim sistemi (OS), bir bilgisayarın çeşitli donanım aygıtlarını yöneten ve kullanıcıların bilgisayarı kullanmasını sağlayan yazılımdır.;An operating system (OS) is software that manages various hardware devices and enables users to use a computer.
Kernel;Çekirdek;Çekirdek, bir işletim sisteminin en temel bölümünü oluşturan yazılımdır.;The kernel is the software that forms the core of an operating system.
Device driver;Aygıt sürücüsü;Aygıt sürücüsü, bir bilgisayar aygıtının işletim sistemi tarafından kullanılabilmesini sağlayan yazılımdır.;A device driver is software that enables an operating system to use a computer device.
File system;Dosya sistemi;Dosya sistemi, bir bilgisayarın depolama aygıtlarında saklanan verilerin nasıl düzenleneceğini ve bulunacağını belirleyen yapıdır.;A file system is the structure that determines how data stored on a computer's storage devices is organized and found.
Graphical user interface (GUI) desktop environment;Grafiksel kullanıcı arabirimi (GUI) masaüstü ortamı;Grafiksel kullanıcı arabirimi (GUI) masaüstü ortamı, bir işletim sisteminin kullanıcılarına grafikler aracılığıyla veri girişi veya işlemleri yapmalarını sağlayan bir arabirimdir.;A graphical user interface (GUI) desktop environment is an interface that allows users to input data or perform operations on an operating system through graphics.
Network;Ağ;Ağ, birbirleriyle iletişim kurabilecek cihazların bir araya gelerek oluşturduğu sistemdir.;A network is a system of devices that can communicate with each other.
Protocol;Protokol;Protokol, ağ üzerinde iletişim kurulurken takip edilecek kuralları ve sıralamayı belirleyen yazılımdır.;A protocol is software that determines the rules and order to be followed when communicating over a network.
Router;Yönlendirici;Yönlendirici, ağ üzerinde verilerin doğru yöne gitmesini sağlayan cihazdır.;A router is a device that ensures data goes in the correct direction on a network.
Switch;Anahtar;Anahtar, ağ üzerinde verilerin doğru cihaza ulaşmasını sağlayan cihazdır.;A switch is a device that ensures data reaches the correct device on a network.
Modem;Modem;Modem, bilgisayar ağlarının telefon hatları veya kablolu bağlantılar aracılığıyla birbirleriyle iletişim kurmasını sağlayan cihazdır.;A modem is a device that allows computer networks to communicate with each other through telephone lines or cable connections.
Wireless access point (WAP);Kablosuz erişim noktası (WAP);Kablosuz erişim noktası (WAP), bir ağ üzerinden kablosuz cihazların bağlanmasını sağlayan cihazdır.;A wireless access point (WAP) is a device that allows wireless devices to connect to a network.
Local area network (LAN);Yerel alan ağı (LAN);Yerel alan ağı (LAN), birbirine yakın yerlerde bulunan cihazların bir ağ oluşturduğu sistemdir.;A local area network (LAN) is a system of devices that form a network in close proximity to each other.
Wide area network (WAN);Geniş alan ağı (WAN);Geniş alan ağı (WAN), birbirlerine uzak yerlerde bulunan cihazların bir ağ oluşturduğu sistemdir.;A wide area network (WAN) is a system of devices that form a network in distant locations from each other.
Internet;İnternet;İnternet, dünya çapında birbirleriyle bağlantılı ağların oluşturduğu sistemdir.;The internet is a system of interconnected networks worldwide.
Web server;Web sunucusu;Web sunucusu, internet üzerinden istekte bulunulan web sayfalarının saklandığı ve gönderildiği cihazdır.;A web server is a device that stores and sends web pages requested over the internet.
Web browser;Web tarayıcı;Web tarayıcı, internet üzerinde gezinmeyi ve web sayfalarını görüntülemeyi sağlayan yazılımdır.;A web browser is software that enables browsing and viewing web pages on the internet.
Domain name;Alan adı;Alan adı, bir web sitesinin internet üzerinde tanımlanması için kullanılan adıdır.;A domain name is the name used to identify a website on the internet.
Hypertext transfer protocol (HTTP);Hipermetin transfer protokolü (HTTP);Hipermetin transfer protokolü (HTTP), internet üzerinde verilerin gönderilmesi ve alınması için kullanılan bir protokoldür.;Hypertext transfer protocol (HTTP) is a protocol used to send and receive data on the internet.
Secure sockets layer (SSL);Güvenli soket katmanı (SSL);Güvenli soket katmanı (SSL), internet üzerinde güvenli bir bağlantı oluşturmak için kullanılan bir katmandır.;Secure sockets layer (SSL) is a layer used to create a secure connection on the internet.
Transport layer security (TLS);Taşıma katmanı güvenliği (TLS);Taşıma katmanı güvenliği (TLS), internet üzerinde güvenli bir bağlantı oluşturmak için kullanılan bir katmandır.;Transport layer security (TLS) is a layer used to create a secure connection on the internet.
Internet service provider (ISP);İnternet servis sağlayıcısı (ISP);İnternet servis sağlayıcısı (ISP), kullanıcıların internete erişimini sağlayan şirket veya kuruluştur.;An internet service provider (ISP) is a company or organization that provides users with access to the internet.
Virtual private network (VPN);Sanal özel ağ (VPN);Sanal özel ağ (VPN), internet üzerinde güvenli ve gizli bir bağlantı oluşturmak için kullanılan bir ağdır.;A virtual private network (VPN) is a network used to create a secure and private connection over the internet.
Firewall;Güvenlik duvarı;Güvenlik duvarı, bir ağın güvenliğini sağlamak için ağın dışından gelen istekleri sınırlayan ve kontrol eden cihazdır.;A firewall is a device that restricts and controls incoming requests from outside a network in order to secure it.
Virtual machine (VM);Sanal makine (VM);Sanal makine (VM), bir bilgisayarın işletim sistemini ve yazılımlarını çalıştırabileceği bir sanal ortamdır.;A virtual machine (VM) is a virtual environment that can run an operating system and software on a computer.
Cloud computing;Bulut bilişim;Bulut bilişim, internet üzerinden kullanıcıların işlemlerini yapabileceği ve depolayabileceği bir platformdur.;Cloud computing is a platform where users can perform and store their operations over the internet.
Big data;Büyük veri;Büyük veri, yüksek miktarda ve hızlı bir şekilde toplanan, işlenen ve depolanan verilerdir.;Big data refers to large amounts of data that are collected, processed, and stored quickly.
Data mining;Veri madenciliği;Veri madenciliği, büyük veri setlerinden anlamlı bilgi çıkarılması işlemidir.;Data mining is the process of extracting meaningful information from large data sets.
Data warehousing;Veri ambarı;Veri ambarı, veri madenciliği için toplanan ve işlenen verilerin depolandığı bir sistemdir.;A data warehouse is a system where data collected and processed for data mining is stored.
Machine learning;Makine öğrenimi;Makine öğrenimi, bir bilgisayarın verilerden öğrenerek kendi kendine iyileştirme yeteneğine sahip olan bir alandır.;Machine learning is a field where a computer can improve itself by learning from data.
Artificial intelligence (AI);Yapay zeka (AI);Yapay zeka (AI), bir bilgisayarın insan gibi düşünme ve öğrenme yeteneğine sahip olan bir alandır.;Artificial intelligence (AI) is a field where a computer has the ability to think and learn like a human.
Natural language processing (NLP);Doğal dil işleme (NLP);Doğal dil işleme (NLP), bilgisayarların insan dilini anlama ve kullanma yeteneğine sahip olan bir alandır.;Natural language processing (NLP) is a field where computers have the ability to understand and use human language.
Robotics;Robotik;Robotik, bilgisayarlar ve makine öğrenimi kullanılarak yapay olarak tasarım ve yapımı yapılan robotların inşa edildiği ve kullanıldığı bir alandır.;Robotics is a field where artificial robots designed and built using computers and machine learning are constructed and used.
Deep learning;Derin öğrenme;Derin öğrenme, makine öğreniminde verilerin çok katmanlı bir şekilde sınıflandırılması ve öğrenilmesi işlemine verilen isimdir.;Deep learning is the process of classifying and learning data in multiple layers in machine learning.
Neural network;Sinir ağı;Sinir ağı, insan beyninin işleyişine benzer bir şekilde tasarım edilmiş bir yapay zeka yapısıdır.;A neural network is an artificial intelligence structure designed similar to the way the human brain functions.
Software development kit (SDK);Yazılım geliştirme kiti (SDK);Yazılım geliştirme kiti (SDK), bir yazılımın geliştirilmesine yardımcı olan araçları içeren bir kümedir.;A software development kit (SDK) is a collection of tools that help in the development of software.
Integrated development environment (IDE);Entegre geliştirme ortamı (IDE);Entegre geliştirme ortamı (IDE), bir yazılımın geliştirilmesi, test edilmesi ve dağıtılması için gereken tüm araçları içeren bir yazılımdır.;An integrated development environment (IDE) is software that includes all the tools needed for developing, testing, and deploying software.
Compiler;Derleyici;Derleyici, bir programın bilgisayar tarafından yorumlanabilecek bir dil olarak yazılmasını sağlayan yazılımdır.;A compiler is software that allows a program to be written in a language that can be interpreted by a computer.
Interpreter;Yorumlayıcı;Yorumlayıcı, bir programın derlenmeden doğrudan çalıştırılabilmesini sağlayan yazılımdır.;An interpreter is software that allows a program to be run without compiling it first.
Debugger;Hata ayıklayıcı;Hata ayıklayıcı, bir programda oluşan hataları bulmak ve düzeltmek için kullanılan araçtır.;A debugger is a tool used to find and fix errors in a program.
Source code;Kaynak kod;Kaynak kod, bir yazılımın okunabilir olarak yazılmış hali olarak adlandırılan kodlardır.;Source code refers to the code written in a readable form for a software.
Algorithm;Algoritma;Algoritma, bir problemin çözümü için izlenmesi gereken adımların sıralı bir şekilde yazılmış hali olarak adlandırılan yöntemdir.;An algorithm is a method written as a step-by-step process to solve a problem.
Data structure;Veri yapısı;Veri yapısı, verilerin saklanması, işlenmesi ve erişilmesi için kullanılan yapıdır.;A data structure is a structure used to store, process, and access data.
Queue;Kuyruk;Kuyruk, verilerin sıralı bir şekilde saklandığı ve ilk giren ilk çıkar (FIFO) prensibine göre işleme sokulduğu veri yapısıdır.;A queue is a data structure where data is stored in a sequential manner and processed according to the first-in-first-out (FIFO) principle.
Stack;Yığın;Yığın, verilerin sıralı bir şekilde saklandığı ve son giren ilk çıkar (LIFO) prensibine göre işleme sokulduğu veri yapısıdır.;A stack is a data structure where data is stored in a sequential manner and processed according to the last-in-first-out (LIFO) principle.
Linked list;Bağlı liste;Bağlı liste, verilerin birbirlerine bağlı olarak saklandığı veri yapısıdır.;A linked list is a data structure where data is stored in a connected manner.
Hash table;Karmasık tablo;Karmasık tablo, verilerin anahtar değerlerine göre saklandığı ve hızlı bir şekilde erişilebilen veri yapısıdır.;A hash table is a data structure where data is stored and accessed quickly based on key values.
Tree;Ağaç;Ağaç, verilerin birbirlerine bağlı olarak sıralı bir şekilde saklandığı veri yapısıdır.;A tree is a data structure where data is stored in a connected and sequential manner.
Graph;Graf;Graf, verilerin noktalar ve çizgiler arasındaki ilişkilere göre saklandığı veri yapısıdır.;A graph is a data structure where data is stored based on relationships between points and lines.
HTTP (Hypertext Transfer Protocol);HTTP (Hipermetin Aktarım Protokolü);HTTP (Hypertext Transfer Protocol), bir web tarayıcısı ve bir web sunucusu arasında bilgi alışverişini sağlayan bir protokoldür.;HTTP (Hypertext Transfer Protocol) is a protocol that enables information exchange between a web browser and a web server.
HTTPS (Hypertext Transfer Protocol Secure);HTTPS (Hipermetin Aktarım Protokolü Güvenli);HTTPS (Hypertext Transfer Protocol Secure), HTTP protokolünün güvenliğini sağlayan bir sürümüdür.;HTTPS (Hypertext Transfer Protocol Secure) is a version of the HTTP protocol that provides security.
SSL (Secure Sockets Layer);SSL (Güvenli Soket Katmanı);SSL (Secure Sockets Layer), internet üzerinden güvenli veri transferi için kullanılan bir güvenlik protokolüdür.;SSL (Secure Sockets Layer) is a security protocol used for secure data transfer over the internet.
TLS (Transport Layer Security);TLS (Taşıma Katmanı Güvenliği);TLS (Transport Layer Security), internet üzerinden güvenli veri transferi için kullanılan bir güvenlik protokolüdür.;TLS (Transport Layer Security) is a security protocol used for secure data transfer over the internet.
FTP (File Transfer Protocol);FTP (Dosya Aktarım Protokolü);FTP (File Transfer Protocol), internet üzerinden dosya aktarımı için kullanılan bir protokoldür.;FTP (File Transfer Protocol) is a protocol used for file transfer over the internet.
SMTP (Simple Mail Transfer Protocol);SMTP (Basit E-posta Aktarım Protokolü);SMTP (Simple Mail Transfer Protocol), internet üzerinden e-posta gönderimi için kullanılan bir protokoldür.;SMTP (Simple Mail Transfer Protocol) is a protocol used for sending emails over the internet.
POP (Post Office Protocol);POP (Posta Dairesi Protokolü);POP (Post Office Protocol), internet üzerinden e-posta alımı için kullanılan bir protokoldür.;POP (Post Office Protocol) is a protocol used for receiving emails over the internet.
IMAP (Internet Message Access Protocol);IMAP (İnternet İleti Erişim Protokolü);IMAP (Internet Message Access Protocol), internet üzerinden e-posta alımı ve yönetimi için kullanılan bir protokoldür.;IMAP (Internet Message Access Protocol) is a protocol used for receiving and managing emails over the internet.
Virtual machine;Sanal makine;Sanal makine, bir fiziksel bilgisayar üzerinde çalıştırılan bir yazılım sayesinde birden fazla işletim sistemi çalıştırılmasını sağlayan bir yapıdır.;A virtual machine is a structure that allows multiple operating systems to run on a single physical computer through software running on it.
Container;Container;Container, bir işletim sisteminin bir parçası olarak çalışan ve bir uygulamanın tüm gereksinimlerini içeren bir yapıdır.;A container is a structure that runs as part of an operating system and includes all the requirements of an application.
Cloud computing;Bulut bilişim;Bulut bilişim, internet üzerinden sunulan ve kullanıma açık olan işlem gücü, depolama alanı ve diğer bilgi işlem hizmetlerine verilen isimdir.;Cloud computing refers to the processing power, storage space, and other information processing services that are provided and accessed over the internet.
Big data;Büyük veri;Büyük veri, işletmeler ve organizasyonlar tarafından toplanan, işlenen ve analiz edilen çok büyük miktarlardaki verilere verilen isimdir.;Big data refers to very large amounts of data collected, processed, and analyzed by businesses and organizations.
Machine learning;Makine öğrenimi;Makine öğrenimi, bir bilgisayarın kendisi için öğrenme yeteneğine sahip olan bir alandır.;Machine learning is a field where a computer has the ability to learn on its own.
Cybersecurity;Siber güvenlik;Siber güvenlik, bir bilgisayar sistemini ve verilerini koruma amacıyla yapılan çalışmalara verilen isimdir.;Cybersecurity refers to efforts to protect a computer system and data from cyber threats.
Malware;Zararlı yazılım;Zararlı yazılım, bir bilgisayar sistemine girerek orada bulunan verilere zarar veren yazılımdır.;Malware is software that enters a computer system and damages the data found there.
Virus;Virüs;Virüs, bir bilgisayar sistemine girerek orada bulunan verilere zarar veren ve kendini çoğaltan yazılımdır.;A virus is a piece of software that enters a computer system and damages the data found there, and replicates itself.
Worm;Solucan;Solucan, bir bilgisayar sistemine girerek orada bulunan verilere zarar veren ve kendini çoğaltan, ancak virüslerden farklı olarak bağımsız olarak hareket eden yazılımdır.;A worm is a piece of software that enters a computer system and damages the data found there, replicates itself, but unlike viruses, it can move independently.
Trojan;Truva atı;Truva atı, bir bilgisayar sistemine girerek orada bulunan verilere zarar veren ve kendini gizleyen yazılımdır.;A Trojan is a piece of software that enters a computer system and damages the data found there, and hides itself.
Rootkit;Kök araç takımı;Kök araç takımı, bir bilgisayar sistemine gizlice giren ve sistem üzerinde yönetim haklarına sahip olmayı amaçlayan yazılımdır.;A rootkit is a piece of software that enters a computer system secretly and aims to have administrative rights on the system.
Database;Veritabanı;Veritabanı, birbirleriyle ilişkili verilerin saklandığı bir veri yapısıdır.;A database is a data structure that stores interrelated data.
Data mining;Veri madenciliği;Veri madenciliği, veri tabanlarındaki verilerin keşfedilmesi, öğrenilmesi ve anlamlandırılması sürecidir.;Data mining is the process of discovering, learning, and interpreting data from databases.
Data analysis;Veri analizi;Veri analizi, verilerin toplanması, sınıflandırılması, özetlenmesi ve anlamlandırılması sürecidir.;Data analysis is the process of collecting, classifying, summarizing, and interpreting data.
Data structure;Veri yapısı;Veri yapısı, verilerin saklanması ve işlenmesi için kullanılan yapıdır.;A data structure is the structure used for storing and processing data.
Data model;Veri modeli;Veri modeli, veri tabanındaki verilerin nasıl saklanacağını ve nasıl işleneceğini belirleyen yapıdır.;A data model is the structure that determines how data is stored and processed in a database.
Data warehousing;Veri depolama;Veri depolama, veri tabanlarındaki verilerin toplanması, saklanması ve anlamlandırılması sürecidir.;Data warehousing is the process of collecting, storing, and interpreting data from databases.
Data visualization;Veri görselleştirme;Veri görselleştirme, verilerin görsel olarak sunulması sürecidir.;Data visualization is the process of presenting data visually.
Data security;Veri güvenliği;Veri güvenliği, verilerin güvenliğini sağlama çalışmalarıdır.;Data security is the efforts to ensure the security of data.
Data encryption;Veri şifreleme;Veri şifreleme, verilerin okunamayacak hale getirilerek güvenliğini sağlama işlemidir.;Data encryption is the process of making data unreadable to ensure its security.
Data integrity;Veri bütünlüğü;Veri bütünlüğü, verilerin değiştirilmemesi ve bozulmamasını sağlama çalışmalarıdır.;Data integrity is the efforts to ensure that data is not changed or corrupted.
Object-oriented programming (OOP);Nesne yönelimli programlama (OOP);Nesne yönelimli programlama (OOP), bir programlama dilinde nesnelerin nasıl tanımlanacağı ve nasıl birbirleriyle iletişim kuracağını açıklayan yapıdır.;Object-oriented programming (OOP) is the structure in a programming language that explains how objects are defined and how they communicate with each other.
Structured programming;Yapısal programlama;Yapısal programlama, bir programın düzenli ve anlaşılır bir şekilde yazılmasına yardımcı olan bir yapıdır.;Structured programming is a structure that helps write a program in a organized and understandable way.
Recursion;Özyineleme;Özyineleme, bir fonksiyonun kendisini çağırmasıdır.;Recursion is when a function calls itself.
Search algorithm;Arama algoritması;Arama algoritması, veri tabanlarında arama yapmayı amaçlayan bir yapıdır.;A search algorithm is a structure that aims to search in databases.
Sorting algorithm;Sıralama algoritması;Sıralama algoritması, verilerin sıralanmasını amaçlayan bir yapıdır.;A sorting algorithm is a structure that aims to sort data.
Compiler;Derleyici;Derleyici, bir programlama dilinin makine diline çevrildiği yazılımdır.;A compiler is software that converts a programming language into machine language.
Interpreter;Yorumlayıcı;Yorumlayıcı, bir programlama dilinin doğrudan makine diline çevrilmediği halde çalıştırılabildiği yazılımdır.;An interpreter is software that allows a programming language to be executed without being directly converted into machine language.
Debugging;Hata ayıklama;Hata ayıklama, bir programda bulunan hataların bulunması ve düzeltilmesi sürecidir.;Debugging is the process of finding and fixing errors in a program.
Linker;Bağlayıcı;Bağlayıcı, bir programda kullanılan fonksiyonların veya nesnelerin birbirleriyle bağlantısını sağlayan yazılımdır.;A linker is software that connects functions or objects used in a program with each other.
Virtual reality (VR);Sanal gerçeklik (VR);Sanal gerçeklik (VR), bir bilgisayar tarafından oluşturulan ve insanların gerçek dünyaya benzer bir ortamda deneyimleyebildiği bir teknolojidir.;Virtual reality (VR) is a technology that allows people to experience a virtual environment similar to the real world created by a computer.
Augmented reality (AR);Geliştirilmiş gerçeklik (AR);Geliştirilmiş gerçeklik (AR), gerçek dünyayla birlikte bir bilgisayar tarafından oluşturulan ekstra verilerin de görüntülendiği bir teknolojidir.;Augmented reality (AR) is a technology that displays extra data created by a computer alongside the real world.
Artificial intelligence (AI);Yapay zeka (AI);Yapay zeka (AI), bir bilgisayarın insan gibi düşünmesini ve hareket etmesini sağlayan bir teknolojidir.;Artificial intelligence (AI) is a technology that enables a computer to think and act like a human.
Machine learning;Makine öğrenimi;Makine öğrenimi, bir bilgisayarın verilerden öğrendiği ve kendi kendini geliştirdiği bir teknolojidir.;Machine learning is a technology in which a computer learns and improves itself from data.
Natural language processing (NLP);Doğal dil işleme (NLP);Doğal dil işleme (NLP), bir bilgisayarın insan dilini anlayıp uygulayabildiği bir teknolojidir.;Natural language processing (NLP) is a technology that enables a computer to understand and apply human language.
Neural network;Sinir ağı;Sinir ağı, bir bilgisayarın insan beynine benzer bir yapı kullanarak öğrenme ve düşünme gibi işlemleri gerçekleştirebildiği bir teknolojidir.;A neural network is a technology that enables a computer to perform tasks such as learning and thinking using a structure similar to the human brain.
Deep learning;Derin öğrenme;Derin öğrenme, bir sinir ağının daha derin katmanlarını kullanarak öğrenme ve düşünme gibi işlemleri gerçekleştirebildiği bir teknolojidir.;Deep learning is a technology that enables a neural network to perform tasks such as learning and thinking using deeper layers.
Cloud computing;Bulut bilişim;Bulut bilişim, bir internet bağlantısı üzerinden kullanılabilen ve veri depolama, işleme, ve diğer bilişim hizmetlerinin sağlandığı bir teknolojidir.;Cloud computing is a technology that provides data storage, processing, and other computing services through an internet connection.
Software as a service (SaaS);Hizmet olarak yazılım (SaaS);Hizmet olarak yazılım (SaaS), bir internet bağlantısı üzerinden kullanılabilen yazılım hizmetleridir.;Software as a service (SaaS) is software services that are available through an internet connection.
Platform as a service (PaaS);Hizmet olarak platform (PaaS);Hizmet olarak platform (PaaS), bir internet bağlantısı üzerinden kullanılabilen platform hizmetleridir.;Platform as a service (PaaS) is platform services that are available through an internet connection.
Infrastructure as a service (IaaS);Hizmet olarak altyapı (IaaS);Hizmet olarak altyapı (IaaS), bir internet bağlantısı üzerinden kullanılabilen altyapı hizmetleridir.;Infrastructure as a service (IaaS) is infrastructure services that are available through an internet connection.
Front-end development;Ön uç geliştirme;Ön uç geliştirme, bir web sitesinin kullanıcı tarafındaki yapısının ve görünümünün tasarımı ve geliştirilmesidir.;Front-end development is the design and development of the user-side structure and appearance of a website.
Back-end development;Arka uç geliştirme;Arka uç geliştirme, bir web sitesinin sunucu tarafındaki yapısının ve veri işleme işlemlerinin geliştirilmesidir.;Back-end development is the development of the server-side structure and data processing of a website.
Full-stack development;Tam ön uç;arka uç geliştirme;Tam ön uç;arka uç geliştirme, bir web sitesinin tüm yapısının ve işlevselliğinin geliştirilmesidir.;Full-stack development is the development of the entire structure and functionality of a website.
Internet of things (IoT);Nesnelerin interneti (IoT);Nesnelerin interneti (IoT), evlerde, işyerlerinde ve diğer yerlerde bulunan cihazların internet üzerinden birbirleriyle haberleşebildiği bir teknolojidir.;The Internet of things (IoT) is a technology that enables devices in homes, workplaces, and other places to communicate with each other over the internet.
Cybersecurity;Siber güvenlik;Siber güvenlik, bir bilgisayar sisteminin veya ağının güvenliğini sağlamaya yönelik bir teknolojidir.;Cybersecurity is a technology that aims to secure a computer system or network.
Encryption;Şifreleme;Şifreleme, bir bilgi veya verinin güvenliğini sağlamak için kullanılan bir yöntemdir.;Encryption is a method used to secure information or data.
Firewall;Güvenlik duvarı;Güvenlik duvarı, bir bilgisayar sistemini veya ağını belirli tehditlerden koruma amaçlı kullanılan bir yazılımdır.;A firewall is software used to protect a computer system or network from specific threats.
Malware;Zararlı yazılım;Zararlı yazılım, bir bilgisayar sistemine zarar veren ve önceden belirlenen bir amaç için yüklenen yazılımlardır.;Malware is software that is installed on a computer system to cause harm and achieve a predetermined goal.
Phishing;Phishing;Phishing, kullanıcıların kişisel bilgilerini veya parolalarını çalmak amacıyla yapılan bir dolandırıcılık türüdür.;Phishing is a type of fraud that aims to steal personal information or passwords from users.
Virus;Virüs;Virüs, bir bilgisayar sistemine zarar veren ve kendini çoğaltan yazılımlardır.;A virus is software that causes harm to a computer system and multiplies itself.
Worm;Solucan;Solucan, bir bilgisayar sistemine zarar veren ve kendini çoğaltan yazılımlardır.;A worm is software that causes harm to a computer system and multiplies itself.
Trojan;Trojan;Trojan, bir bilgisayar sistemine zarar veren ve kendini gizleyen yazılımlardır.;A Trojan is software that causes harm to a computer system and hides itself.
Data mining;Veri madenciliği;Veri madenciliği, bir veri setinden anlamlı ve kullanışlı bilgilerin çıkarılması işlemine verilen isimdir.;Data mining is the process of extracting meaningful and useful information from a data set.
Data analysis;Veri analizi;Veri analizi, bir veri setinin anlamlı ve kullanışlı bilgileri çıkarılması, yorumlanması ve sonuçlarının çıkarılması işlemlerinin tümüdür.;Data analysis is the process of extracting, interpreting, and drawing conclusions from meaningful and useful information in a data set.
Data visualization;Veri görselleştirme;Veri görselleştirme, bir veri setinin anlamlı ve kullanışlı bilgilerini grafikler, diyagramlar veya haritalar gibi görselleştirme yöntemleriyle sunmayı amaçlar.;Data visualization aims to present meaningful and useful information in a data set through visualization methods such as graphs, diagrams, or maps.
Data cleansing;Veri temizleme;Veri temizleme, bir veri setinde bulunan hatalı, eksik veya gereksiz verilerin tespiti ve bu verilerin veri setinden çıkarılması işlemidir.;Data cleansing is the process of identifying and removing incorrect, missing, or unnecessary data in a data set.
Data wrangling;Veri düzenleme;Veri düzenleme, bir veri setini anlamlı ve kullanışlı hale getirme işlemidir.;Data wrangling is the process of making a data set meaningful and useful.
Data engineering;Veri mühendisliği;Veri mühendisliği, bir veri setinin toplanması, depolanması, işlenmesi ve anlamlı hale getirilmesi işlemlerinin tümüdür.;Data engineering is the process of collecting, storing, processing, and making a data set meaningful.
Data lake;Veri gölü;Veri gölü, bir veri setinin çeşitli kaynaklardan toplanıp depolandığı bir veri depolama yapısıdır.;A data lake is a data storage structure where a data set is collected and stored from various sources.
Data warehouse;Veri deposu;Veri deposu, bir veri setinin çeşitli kaynaklardan toplanıp, işlenip anlamlı hale getirilerek depolandığı bir veri depolama yapısıdır.;A data warehouse is a data storage structure where a data set is collected, processed, and made meaningful from various sources and stored.
Artificial intelligence (AI);Yapay zeka (AI);Yapay zeka (AI), bir bilgisayar programının doğal dil kullanarak düşünme, öğrenme ve adapte olma yeteneklerine sahip olmasını amaçlar.;Artificial intelligence (AI) aims to give a computer program the ability to think, learn, and adapt using natural language.
Machine learning;Makine öğrenimi;Makine öğrenimi, bir bilgisayar programının veri setlerinden öğrendiği bilgileri kullanarak kendisini otomatik olarak iyileştirme yeteneğine sahip olmasıdır.;Machine learning is the ability of a computer program to automatically improve itself using the knowledge it learns from data sets.
Deep learning;Derin öğrenme;Derin öğrenme, bir yapay sinir ağının veri setlerinden öğrendiği bilgileri kullanarak kendisini otomatik olarak iyileştirme yeteneğine sahip olmasıdır.;Deep learning is the ability of an artificial neural network to automatically improve itself using the knowledge it learns from data sets.
Natural language processing (NLP);Doğal dil işleme (NLP);Doğal dil işleme (NLP), bir bilgisayar programının doğal dil kullanarak düşünme ve anlama yeteneğine sahip olmasıdır.;Natural language processing (NLP) is the ability of a computer program to think and understand using natural language.
Neural network;Yapay sinir ağı;Yapay sinir ağı, bir bilgisayar programının doğal dil kullanarak düşünme ve öğrenme yeteneklerine sahip olmasını amaçlar.;A neural network is a computer program that aims to have the ability to think and learn using natural language.
Big data;Büyük veri;Büyük veri, çok büyük ve çeşitli veri setlerinin işlenmesi ve anlamlı hale getirilmesi işlemlerine verilen isimdir.;Big data is the process of processing and making meaningful very large and diverse data sets.
Data science;Veri bilimi;Veri bilimi, veri toplama, işleme, anlamlı hale getirme ve yorumlama işlemlerinin tümünü kapsayan bir disiplindir.;Data science is a discipline that encompasses the entire process of collecting, processing, making meaningful, and interpreting data.
Cloud computing;Bulut bilişim;Bulut bilişim, bir bilgisayar programının veya servisinin internet üzerinden erişilerek kullanılmasıdır.;Cloud computing is the use of a computer program or service accessed over the internet.
Software as a service (SaaS);Yazılım hizmeti olarak (SaaS);Yazılım hizmeti olarak (SaaS), bir bilgisayar programının internet üzerinden erişilerek kullanılmasıdır.;Software as a service (SaaS) is the use of a computer program accessed over the internet.
Platform as a service (PaaS);Platform hizmeti olarak (PaaS);Platform hizmeti olarak (PaaS), bir bilgisayar programının veya servisinin internet üzerinden erişilerek kullanılmasıdır.;Platform as a service (PaaS) is the use of a computer program or service accessed over the internet.
Infrastructure as a service (IaaS);Altyapı hizmeti olarak (IaaS);Altyapı hizmeti olarak (IaaS), bir bilgisayar programının veya servisinin internet üzerinden erişilerek kullanılmasıdır.;Infrastructure as a service (IaaS) is the use of a computer program or service accessed over the internet.
